activity,datetime,hours,client_id,project_id
Meridian Quake,2022-08-11 17:16:00,1.2,,
Meridian Quake,2022-08-11 18:32:00,0.87,,
Meridian Quake,2022-08-12 12:00:00,1.05,,
Meridian Quake,2022-08-12 13:58:00,0.95,,
Meridian Quake,2022-08-12 16:14:00,1.75,,
Meridian Quake,2022-08-15 19:26:00,0.1,,
Meridian Quake,2022-08-16 15:05:00,1.1,,
Meridian Quake,2022-08-16 17:14:00,1.33,,
Meridian Quake,2022-08-16 17:37:00,0.28,,
Meridian Quake,2022-08-16 23:24:00,0.33,,
Meridian Quake,2022-08-17 11:10:00,0.95,,
Meridian Quake,2022-08-17 13:36:00,1.8,,
Meridian Quake,2022-08-17 17:16:00,2.02,,
Meridian Quake,2022-08-19 13:10:00,1.35,,
Meridian Quake,2022-08-19 14:26:00,0.87,,
Meridian Quake,2022-08-19 16:09:00,0.2,,
Meridian Quake,2022-08-19 17:42:00,1.22,,
Meridian Quake,2022-08-24 13:33:00,1.2,,
Meridian Quake,2022-08-24 15:45:00,1.58,,
Meridian Quake,2022-08-26 20:20:00,1.05,,
Meridian Quake,2022-08-31 12:35:00,1.0,,
Meridian Quake,2022-08-31 13:08:00,0.27,,
Meridian Quake,2022-09-02 21:03:00,2.78,,
Meridian Quake,2022-09-02 21:32:00,0.45,,
Meridian Quake,2022-09-06 19:31:00,0.45,,
Meridian Quake,2022-09-12 13:48:00,0.57,,
Meridian Quake,2022-09-12 16:21:00,1.0,,
Meridian Quake,2022-09-16 13:33:00,2.55,,
Meridian Quake,2022-09-16 17:26:00,2.98,,
Meridian Quake,2022-09-22 12:01:00,1.42,,
Meridian Quake,2022-10-05 11:39:00,0.6,,
Meridian Quake,2022-10-05 13:54:00,1.37,,
Meridian Quake,2022-10-05 15:04:00,0.75,,
Meridian Quake,2022-10-06 15:35:00,0.2,,
Meridian Quake,2022-10-06 15:56:00,0.15,,
Meridian Quake,2022-10-06 16:10:00,0.2,,
Meridian Quake,2022-10-06 19:23:00,0.43,,
Meridian Quake,2022-10-06 22:20:00,0.23,,
Meridian Quake,2022-10-07 10:55:00,0.18,,
Meridian Quake,2022-10-07 12:42:00,0.23,,
Meridian Quake,2022-10-07 13:22:00,0.38,,
Meridian Quake,2022-10-11 13:25:00,0.85,,
Meridian Quake,2022-10-11 15:38:00,0.8,,
Meridian Quake,2022-10-17 11:35:00,0.42,,
Meridian Quake,2022-10-18 11:33:00,0.1,,
Meridian Quake,2022-10-24 13:04:00,0.32,,
Meridian Quake,2022-10-28 13:30:00,0.48,,
Meridian Quake,2022-11-03 11:41:00,0.27,,
Meridian Quake,2022-11-03 17:30:00,0.68,,
Meridian Quake,2022-11-04 14:30:00,2.18,,
Meridian Quake,2022-11-14 08:24:00,0.12,,
Meridian Quake,2022-11-15 13:50:00,0.5,,
Meridian Quake,2022-11-17 15:52:00,0.35,,
Meridian Quake,2022-11-17 16:04:00,0.07,,
Meridian Quake,2022-11-17 16:45:00,0.5,,
Meridian Quake,2022-11-17 17:47:00,0.18,,
Meridian Quake,2022-11-18 10:20:00,0.68,,
Meridian Quake,2022-11-18 12:25:00,1.0,,
Meridian Quake,2022-11-18 14:19:00,1.28,,
Meridian Quake,2022-11-18 15:07:00,0.67,,
Meridian Quake,2022-11-19 14:40:00,0.4,,
Meridian Quake,2022-11-22 10:55:00,0.27,,
Meridian Quake,2022-11-22 12:42:00,0.37,,
Meridian Quake,2022-11-22 14:19:00,0.28,,
Meridian Quake,2022-11-22 15:18:00,0.18,,
Meridian Quake,2022-11-22 15:45:00,0.4,,
Meridian Quake,2022-11-23 11:36:00,0.52,,
Meridian Quake,2022-11-23 12:28:00,0.18,,
Meridian Quake,2022-11-23 14:36:00,0.57,,
Meridian Quake,2023-01-13 16:18:00,2.18,,
Meridian Quake,2023-01-13 17:49:00,0.65,,
Meridian Quake,2023-01-14 00:22:00,0.73,,
Meridian Quake,2023-01-27 14:39:00,0.97,,
Meridian Quake,2023-01-27 16:04:00,1.4,,
Meridian Quake,2023-02-03 11:59:00,0.18,,
Meridian Quake,2023-02-03 13:13:00,0.67,,
Meridian Quake,2023-02-03 14:19:00,0.62,,
Meridian Quake,2023-02-03 15:12:00,0.78,,
Meridian Quake,2023-02-04 10:44:00,0.72,,
AV,2019-05-22 12:06:00,5.02,,
AV,2019-11-14 15:18:00,7.62,,
AV,2019-11-14 16:33:00,0.52,,
Practicing,2021-03-06 13:29:00,0.48,,
Practicing,2021-03-08 13:23:00,0.57,,
Practicing,2021-03-08 14:03:00,0.27,,
Practicing,2021-03-12 10:34:00,0.12,,
Practicing,2021-03-12 10:43:00,0.08,,
Practicing,2021-03-17 10:45:00,0.17,,
Practicing,2021-04-12 20:11:00,0.63,,
Practicing,2021-04-13 11:34:00,0.45,,
Practicing,2021-05-11 21:19:00,0.65,,
Practicing,2021-05-24 15:19:00,0.53,,
Practicing,2021-05-25 10:05:00,0.4,,
Practicing,2021-05-29 20:40:00,0.35,,
Practicing,2021-06-23 20:43:00,0.85,,
Practicing,2021-06-23 21:21:00,0.6,,
Practicing,2021-06-24 14:47:00,0.33,,
Practicing,2021-06-24 18:57:00,0.75,,
Practicing,2021-07-06 22:27:00,0.23,,
Practicing,2021-07-08 20:42:00,0.52,,
Practicing,2021-07-13 10:11:00,0.33,,
Practicing,2021-07-13 10:45:00,0.32,,
Practicing,2021-07-20 11:58:00,0.6,,
Practicing,2021-07-23 16:30:00,0.48,,
Practicing,2021-07-26 13:12:00,0.73,,
Practicing,2021-08-02 10:50:00,0.72,,
Practicing,2021-08-08 18:03:00,0.78,,
Practicing,2021-08-19 11:13:00,0.65,,
Practicing,2021-09-01 12:04:00,0.48,,
Practicing,2021-09-15 11:19:00,0.7,,
Practicing,2021-09-16 16:34:00,0.1,,
Practicing,2021-09-16 16:41:00,0.02,,
Practicing,2021-09-17 10:36:00,0.18,,
Practicing,2021-09-17 10:55:00,0.1,,
Practicing,2021-09-19 13:02:00,0.27,,
Practicing,2021-09-19 13:18:00,0.27,,
Practicing,2021-09-20 11:39:00,0.4,,
Practicing,2021-09-21 11:01:00,0.43,,
Practicing,2021-09-23 14:07:00,0.92,,
Practicing,2021-09-30 11:50:00,0.6,,
Practicing,2021-10-07 22:36:00,0.45,,
Practicing,2021-10-11 12:44:00,0.63,,
Practicing,2021-10-16 10:39:00,0.42,,
Practicing,2021-10-18 17:57:00,0.55,,
Practicing,2021-10-18 18:07:00,0.05,,
Practicing,2021-11-01 11:06:00,0.25,,
Practicing,2021-11-16 10:15:00,0.4,,
Practicing,2021-12-14 17:59:00,0.48,,
Practicing,2021-12-23 15:59:00,0.72,,
Practicing,2021-12-27 14:01:00,0.65,,
Practicing,2021-12-27 20:39:00,0.63,,
Practicing,2021-12-28 22:08:00,0.35,,
Practicing,2021-12-31 13:08:00,0.42,,
Practicing,2022-01-12 23:52:00,0.35,,
Practicing,2022-01-12 23:51:00,0.0,,
Practicing,2022-01-13 23:26:00,0.4,,
Practicing,2022-01-31 11:33:00,0.57,,
Practicing,2022-02-01 12:30:00,0.55,,
Practicing,2022-02-05 16:56:00,0.3,,
Practicing,2022-02-10 19:55:00,0.37,,
Practicing,2022-02-14 13:25:00,0.38,,
Practicing,2022-02-18 10:38:00,0.43,,
Practicing,2022-02-25 12:15:00,0.53,,
Practicing,2022-02-27 17:23:00,0.73,,
Practicing,2022-03-02 18:36:00,0.5,,
Practicing,2022-06-18 12:50:00,0.37,,
Practicing,2022-06-20 13:35:00,0.83,,
Practicing,2022-06-21 11:05:00,0.6,,
Practicing,2022-06-21 11:53:00,0.47,,
Practicing,2022-06-22 12:03:00,0.98,,
Practicing,2022-06-22 12:55:00,0.07,,
Practicing,2022-06-23 13:23:00,0.62,,
Practicing,2022-06-27 16:22:00,1.0,,
Practicing,2022-07-02 15:25:00,0.48,,
Practicing,2022-07-05 12:25:00,0.53,,
Practicing,2022-07-07 10:42:00,0.17,,
Practicing,2022-07-07 11:05:00,0.23,,
Practicing,2022-07-10 13:55:00,0.45,,
Practicing,2022-07-20 10:37:00,0.5,,
Practicing,2022-07-23 17:04:00,0.42,,
Practicing,2022-07-25 16:38:00,0.65,,
Practicing,2022-07-27 17:43:00,0.4,,
Practicing,2022-07-28 13:42:00,0.43,,
Practicing,2022-07-29 13:02:00,0.55,,
Practicing,2022-08-01 13:19:00,0.98,,
Practicing,2022-08-11 15:47:00,0.4,,
Practicing,2022-08-16 13:30:00,0.43,,
Practicing,2022-08-17 09:55:00,0.47,,
Practicing,2022-08-21 17:11:00,0.65,,
Practicing,2022-08-22 13:41:00,0.38,,
Practicing,2022-08-27 17:10:00,0.42,,
Practicing,2022-08-29 12:43:00,0.42,,
Practicing,2022-08-30 13:02:00,0.92,,
Practicing,2022-08-31 16:54:00,0.75,,
Practicing,2022-09-03 13:38:00,0.88,,
Practicing,2022-09-08 10:43:00,0.33,,
Practicing,2022-09-12 14:45:00,0.3,,
Practicing,2022-09-12 15:20:00,0.25,,
Practicing,2022-09-12 20:43:00,0.43,,
Practicing,2022-09-13 10:45:00,0.35,,
Practicing,2022-09-14 23:14:00,0.4,,
Practicing,2022-09-15 17:20:00,0.37,,
Practicing,2022-09-15 17:50:00,0.37,,
Practicing,2022-09-16 10:51:00,0.22,,
Practicing,2022-09-19 11:20:00,0.42,,
Practicing,2022-09-19 14:11:00,0.3,,
Practicing,2022-09-20 21:43:00,0.38,,
Practicing,2022-09-20 21:56:00,0.18,,
Practicing,2022-09-20 22:11:00,0.22,,
Practicing,2022-09-22 17:14:00,0.28,,
Practicing,2022-09-26 15:48:00,0.35,,
Practicing,2022-09-26 16:43:00,0.45,,
Practicing,2022-09-27 15:03:00,0.42,,
Practicing,2022-09-28 16:22:00,0.5,,
Practicing,2022-09-28 16:44:00,0.32,,
Practicing,2022-09-29 11:16:00,0.35,,
Practicing,2022-10-04 11:35:00,0.42,,
Practicing,2022-10-04 12:02:00,0.38,,
Practicing,2022-10-05 20:54:00,0.17,,
Practicing,2022-10-06 15:17:00,0.53,,
Practicing,2022-10-06 19:55:00,0.52,,
Practicing,2022-10-07 14:44:00,0.42,,
Practicing,2022-10-07 15:18:00,0.47,,
Practicing,2022-10-08 13:40:00,0.33,,
Practicing,2022-10-10 11:05:00,0.15,,
Practicing,2022-10-10 11:23:00,0.18,,
Practicing,2022-10-10 12:51:00,0.3,,
Practicing,2022-10-11 12:10:00,0.33,,
Practicing,2022-10-11 14:49:00,0.45,,
Practicing,2022-10-13 09:58:00,0.13,,
Practicing,2022-10-13 10:36:00,0.22,,
Practicing,2022-10-14 11:04:00,0.13,,
Practicing,2022-10-17 10:35:00,0.37,,
Practicing,2022-10-17 11:09:00,0.38,,
Practicing,2022-10-18 11:20:00,0.5,,
Practicing,2022-10-18 12:01:00,0.47,,
Practicing,2022-10-19 12:05:00,0.4,,
Practicing,2022-10-19 12:32:00,0.35,,
Practicing,2022-10-24 12:37:00,0.62,,
Practicing,2022-10-26 16:38:00,0.18,,
Practicing,2022-10-27 11:12:00,0.22,,
Practicing,2022-10-27 11:57:00,0.2,,
Practicing,2022-10-27 12:44:00,0.17,,
Practicing,2022-10-28 17:59:00,0.3,,
Practicing,2022-10-29 16:24:00,0.4,,
Practicing,2022-11-01 13:36:00,0.37,,
Practicing,2022-11-01 16:25:00,0.65,,
Practicing,2022-11-03 19:03:00,0.15,,
Practicing,2022-11-07 14:44:00,0.38,,
Practicing,2022-11-07 15:09:00,0.35,,
Practicing,2022-11-08 22:28:00,0.37,,
Practicing,2022-11-09 12:50:00,0.38,,
Practicing,2022-11-12 11:25:00,0.48,,
Practicing,2022-11-14 16:02:00,0.22,,
Practicing,2022-11-15 23:40:00,0.12,,
Practicing,2022-11-16 21:30:00,0.13,,
Practicing,2022-11-17 14:29:00,0.15,,
Practicing,2022-11-27 17:25:00,0.42,,
Practicing,2022-11-29 09:08:00,0.37,,
Practicing,2022-12-03 07:49:00,0.35,,
Practicing,2022-12-04 10:28:00,0.37,,
Practicing,2022-12-06 12:11:00,0.37,,
Practicing,2022-12-06 13:28:00,0.33,,
Practicing,2022-12-07 10:39:00,0.37,,
Practicing,2022-12-07 12:53:00,0.42,,
Practicing,2022-12-08 12:01:00,0.5,,
Practicing,2022-12-08 13:38:00,0.33,,
Practicing,2022-12-12 14:55:00,0.35,,
Practicing,2022-12-12 16:12:00,0.33,,
Practicing,2022-12-13 17:13:00,0.27,,
Practicing,2022-12-14 11:37:00,0.4,,
Practicing,2022-12-14 20:14:00,0.43,,
Practicing,2022-12-20 12:05:00,0.27,,
Practicing,2022-12-20 14:00:00,0.2,,
Practicing,2023-01-04 19:41:00,0.78,,
Practicing,2023-01-09 13:37:00,0.33,,
Practicing,2023-01-09 15:46:00,0.37,,
Practicing,2023-01-12 12:12:00,0.37,,
Practicing,2023-01-13 00:32:00,0.37,,
Practicing,2023-01-13 18:19:00,0.42,,
Practicing,2023-01-16 00:21:00,0.48,,
Practicing,2023-01-18 11:55:00,0.37,,
Practicing,2023-01-18 13:21:00,0.35,,
Practicing,2023-01-19 18:48:00,0.77,,
Practicing,2023-01-20 17:11:00,0.35,,
Practicing,2023-01-22 12:30:00,0.33,,
Practicing,2023-01-25 21:59:00,0.12,,
Practicing,2023-01-25 22:43:00,0.52,,
Practicing,2023-01-26 11:43:00,0.55,,
Practicing,2023-01-26 23:09:00,0.35,,
Practicing,2023-01-27 11:06:00,0.4,,
Practicing,2023-01-30 15:16:00,0.38,,
Practicing,2023-01-30 18:09:00,0.27,,
Practicing,2023-02-01 14:28:00,0.63,,
Practicing,2023-02-02 10:33:00,0.27,,
Practicing,2023-02-02 10:50:00,0.12,,
Practicing,2023-02-02 13:09:00,0.72,,
Practicing,2023-02-02 20:39:00,0.12,,
Practicing,2023-02-13 16:14:00,0.47,,
Practicing,2023-02-14 11:10:00,0.42,,
Practicing,2023-02-14 11:35:00,0.23,,
Practicing,2023-02-14 15:23:00,0.15,,
Practicing,2023-02-17 10:59:00,0.35,,
Practicing,2023-02-17 21:52:00,0.25,,
Practicing,2023-02-18 18:32:00,0.75,,
Practicing,2023-02-19 15:44:00,0.58,,
Practicing,2023-02-19 16:01:00,0.18,,
Practicing,2023-02-19 19:34:00,0.37,,
Practicing,2023-02-20 10:33:00,0.37,,
Practicing,2023-02-20 11:51:00,0.28,,
Practicing,2023-02-21 14:04:00,0.48,,
Practicing,2023-02-22 12:09:00,0.48,,
Brilliant,2022-12-14 00:37:00,0.55,,
Brilliant,2022-12-14 09:59:00,0.1,,
Brilliant,2022-12-30 14:24:00,0.17,,
Brilliant,2022-12-30 14:52:00,0.22,,
Brilliant,2022-12-30 15:13:00,0.2,,
Brilliant,2022-12-30 16:33:00,0.0,,
Brilliant,2022-12-31 12:04:00,0.4,,
Brilliant,2022-12-31 12:29:00,0.08,,
Brilliant,2022-12-31 17:02:00,0.17,,
Brilliant,2022-12-31 17:39:00,0.37,,
Brilliant,2023-01-03 14:32:00,0.42,,
Brilliant,2023-01-04 18:46:00,0.23,,
Brilliant,2023-01-09 13:07:00,0.58,,
Brilliant,2023-01-11 00:31:00,0.68,,
Brilliant,2023-01-12 23:28:00,0.47,,
Brilliant,2023-01-13 22:35:00,0.35,,
Brilliant,2023-01-18 00:47:00,0.0,,
Brilliant,2023-01-18 11:29:00,0.32,,
Brilliant,2023-01-19 13:13:00,0.82,,
Brilliant,2023-01-20 11:27:00,0.57,,
Brilliant,2023-01-23 11:45:00,0.33,,
Brilliant,2023-01-26 19:06:00,0.67,,
Brilliant,2023-01-29 14:19:00,1.57,,
Brilliant,2023-01-29 22:56:00,0.5,,
Brilliant,2023-01-30 13:16:00,0.17,,
Brilliant,2023-02-02 16:51:00,0.42,,
Brilliant,2023-02-02 17:50:00,0.55,,
Brilliant,2023-02-03 22:06:00,0.47,,
Brilliant,2023-02-13 22:59:00,0.4,,
Edu Data Science,2023-02-17 10:35:00,0.43,,
Edu Data Science,2023-02-17 22:50:00,0.5,,
Edu Data Science,2023-02-18 13:19:00,0.32,,
Edu Data Science,2023-02-18 17:45:00,0.45,,
Edu Data Science,2023-02-21 09:45:00,0.25,,
Edu Data Science,2023-02-21 10:16:00,0.43,,
Edu Data Science,2023-02-21 10:45:00,0.42,,
Edu Data Science,2023-02-21 15:48:00,0.18,,
Edu Data Science,2023-02-22 11:15:00,0.63,,
Sound Design,2017-07-11 17:45:00,0.75,,
Sound Design,2017-07-12 23:41:00,0.8,,
Sound Design,2017-09-17 15:56:00,0.77,,
Sound Design,2017-10-18 13:21:00,1.35,,
Sound Design,2017-10-30 13:58:00,0.3,,
Sound Design,2017-11-02 19:14:00,1.28,,
Sound Design,2017-11-04 16:56:00,0.93,,
Sound Design,2017-11-04 18:02:00,0.7,,
Sound Design,2017-11-11 11:20:00,0.7,,
Sound Design,2017-11-15 13:25:00,0.75,,
Sound Design,2017-11-16 13:54:00,2.4,,
Sound Design,2017-11-16 17:57:00,2.45,,
Sound Design,2017-11-16 21:40:00,3.25,,
Sound Design,2017-11-18 17:21:00,0.92,,
Sound Design,2017-11-25 13:34:00,0.63,,
Sound Design,2018-01-27 10:01:00,0.77,,
Sound Design,2018-01-30 12:31:00,1.02,,
Sound Design,2018-02-02 16:08:00,1.03,,
Sound Design,2018-02-06 12:31:00,1.13,,
Sound Design,2018-02-22 17:17:00,0.57,,
Sound Design,2018-04-04 15:55:00,0.75,,
Sound Design,2018-04-06 17:51:00,0.85,,
Sound Design,2018-04-07 13:20:00,0.83,,
Sound Design,2018-04-19 13:22:00,0.87,,
Sound Design,2018-04-19 17:51:00,1.12,,
Sound Design,2018-04-20 12:34:00,1.4,,
Sound Design,2018-05-10 09:30:00,0.2,,
Sound Design,2018-05-19 11:40:00,1.32,,
Sound Design,2018-05-19 12:19:00,0.27,,
Sound Design,2018-05-24 11:10:00,0.77,,
Sound Design,2018-05-25 11:15:00,0.43,,
Sound Design,2018-06-12 10:54:00,1.9,,
Sound Design,2018-06-14 11:20:00,1.02,,
Sound Design,2018-06-24 09:03:00,0.55,,
Sound Design,2018-06-29 11:02:00,0.97,,
Sound Design,2018-07-19 10:39:00,1.15,,
Sound Design,2018-08-29 17:29:00,0.6,,
Sound Design,2018-09-06 12:38:00,0.63,,
Sound Design,2018-11-29 21:03:00,0.68,,
Sound Design,2018-11-30 14:22:00,0.9,,
Sound Design,2018-12-04 13:33:00,0.8,,
Sound Design,2018-12-08 19:15:00,0.68,,
Sound Design,2018-12-12 21:36:00,0.23,,
Sound Design,2018-12-13 15:37:00,0.13,,
Sound Design,2019-01-08 19:29:00,1.0,,
Sound Design,2019-01-15 14:40:00,0.2,,
Sound Design,2019-01-18 11:19:00,1.97,,
Sound Design,2019-01-30 09:35:00,0.55,,
Sound Design,2019-02-16 13:17:00,1.28,,
Sound Design,2019-02-18 14:34:00,1.03,,
Sound Design,2019-02-25 12:55:00,0.9,,
Sound Design,2019-02-25 14:30:00,0.92,,
Sound Design,2019-02-26 17:57:00,0.15,,
Sound Design,2019-03-06 11:04:00,0.0,,
Sound Design,2019-03-07 11:07:00,0.4,,
Sound Design,2019-04-12 10:49:00,1.27,,
Sound Design,2019-04-13 12:30:00,1.22,,
Sound Design,2019-04-23 17:20:00,1.2,,
Sound Design,2019-05-04 15:17:00,1.05,,
Sound Design,2019-05-09 18:20:00,0.48,,
Sound Design,2019-05-23 12:56:00,1.03,,
Sound Design,2019-05-25 17:41:00,3.02,,
Sound Design,2019-06-06 12:30:00,2.83,,
Sound Design,2019-06-23 12:39:00,1.45,,
Sound Design,2019-07-05 17:20:00,0.58,,
Sound Design,2019-07-06 14:38:00,1.77,,
Sound Design,2019-07-21 13:37:00,0.62,,
Sound Design,2019-07-21 19:15:00,2.02,,
Sound Design,2019-07-21 23:57:00,1.62,,
Sound Design,2019-07-22 11:47:00,0.6,,
Sound Design,2019-09-26 21:03:00,1.73,,
Sound Design,2019-09-26 22:44:00,1.07,,
Sound Design,2019-10-09 15:37:00,1.75,,
Sound Design,2019-10-18 13:26:00,0.07,,
Sound Design,2019-10-27 18:45:00,0.38,,
Sound Design,2019-11-04 16:13:00,0.47,,
Sound Design,2019-11-07 17:35:00,3.07,,
Sound Design,2019-11-11 11:33:00,0.78,,
Sound Design,2019-11-11 18:44:00,1.23,,
Sound Design,2019-12-02 12:41:00,0.68,,
Sound Design,2019-12-05 12:20:00,0.5,,
Sound Design,2019-12-09 16:17:00,0.75,,
Sound Design,2019-12-12 10:02:00,0.43,,
Sound Design,2019-12-12 12:22:00,0.77,,
Sound Design,2019-12-12 19:05:00,0.22,,
Sound Design,2019-12-13 15:04:00,0.35,,
Sound Design,2019-12-16 13:35:00,0.23,,
Sound Design,2020-01-15 15:59:00,0.98,,
Sound Design,2020-01-27 15:11:00,0.02,,
Sound Design,2020-03-05 13:40:00,0.25,,
Sound Design,2020-03-08 15:49:00,1.23,,
Sound Design,2020-03-13 12:32:00,1.08,,
Sound Design,2020-03-19 23:33:00,0.88,,
Sound Design,2020-03-20 11:56:00,0.72,,
Sound Design,2020-03-21 11:36:00,0.37,,
Sound Design,2020-04-24 12:51:00,0.6,,
Sound Design,2020-05-05 11:09:00,0.65,,
Sound Design,2020-05-06 17:04:00,0.07,,
Sound Design,2020-05-08 12:47:00,1.22,,
Sound Design,2020-05-08 13:33:00,0.7,,
Sound Design,2020-05-08 14:20:00,0.55,,
Sound Design,2020-05-17 03:50:00,3.0,,
Sound Design,2020-05-27 12:40:00,1.35,,
Sound Design,2020-07-23 14:56:00,0.57,,
Sound Design,2020-07-27 10:57:00,0.77,,
Sound Design,2020-07-30 12:28:00,0.52,,
Sound Design,2020-08-01 13:20:00,0.55,,
Sound Design,2020-09-30 11:55:00,1.18,,
Sound Design,2020-10-01 01:40:00,5.52,,
Sound Design,2020-10-15 15:05:00,1.0,,
Sound Design,2020-10-24 18:47:00,1.22,,
Sound Design,2020-10-25 15:13:00,1.15,,
Sound Design,2020-11-17 20:16:00,1.73,,
Sound Design,2020-12-01 11:32:00,0.53,,
Sound Design,2021-01-22 20:25:00,1.0,,
Sound Design,2021-01-28 18:47:00,0.3,,
Sound Design,2021-01-29 23:05:00,1.42,,
Sound Design,2021-02-01 14:27:00,0.22,,
Sound Design,2021-02-01 17:16:00,0.02,,
Sound Design,2021-02-03 16:08:00,0.22,,
Sound Design,2021-02-10 19:10:00,0.92,,
Sound Design,2021-02-15 17:49:00,1.38,,
Sound Design,2021-02-18 13:57:00,0.32,,
Sound Design,2021-02-19 11:44:00,0.48,,
Sound Design,2021-02-23 10:55:00,0.7,,
Sound Design,2021-02-23 12:41:00,1.53,,
Sound Design,2021-02-24 11:00:00,1.25,,
Sound Design,2021-02-26 14:16:00,0.68,,
Sound Design,2021-03-04 10:46:00,0.77,,
Sound Design,2021-03-06 23:30:00,0.75,,
Sound Design,2021-03-08 19:38:00,0.6,,
Sound Design,2021-04-06 10:46:00,0.77,,
Sound Design,2021-04-20 18:09:00,1.25,,
Sound Design,2021-04-29 13:06:00,0.68,,
Sound Design,2021-04-30 20:08:00,2.0,,
Sound Design,2021-05-05 10:22:00,0.75,,
Sound Design,2021-05-05 11:55:00,0.77,,
Sound Design,2021-06-17 11:13:00,0.58,,
Sound Design,2021-07-20 10:43:00,0.47,,
Sound Design,2021-07-23 10:30:00,0.25,,
Sound Design,2021-07-23 13:24:00,0.32,,
Sound Design,2021-07-26 10:22:00,0.37,,
Sound Design,2021-08-02 17:35:00,0.12,,
Sound Design,2021-08-10 11:01:00,0.0,,
Sound Design,2021-08-25 00:50:00,0.55,,
Sound Design,2021-08-27 12:20:00,1.53,,
Sound Design,2021-08-28 15:16:00,0.75,,
Sound Design,2021-08-28 21:57:00,0.13,,
Sound Design,2021-10-04 14:13:00,0.62,,
Sound Design,2021-10-08 15:14:00,0.42,,
Sound Design,2021-10-11 13:50:00,0.05,,
Sound Design,2021-11-03 00:54:00,0.52,,
Sound Design,2021-11-05 16:58:00,1.32,,
Sound Design,2021-11-22 08:54:00,0.0,,
Sound Design,2021-12-23 11:50:00,1.08,,
Sound Design,2022-01-19 16:50:00,1.03,,
Sound Design,2022-02-15 13:05:00,0.58,,
Sound Design,2022-03-08 17:10:00,0.13,,
Sound Design,2022-03-09 11:46:00,0.23,,
Sound Design,2022-03-13 12:10:00,2.1,,
Sound Design,2022-03-31 13:27:00,1.4,,
Sound Design,2022-03-31 14:43:00,0.15,,
Sound Design,2022-03-31 15:19:00,0.27,,
Sound Design,2022-04-05 15:09:00,0.45,,
Sound Design,2022-04-10 12:11:00,0.25,,
Sound Design,2022-04-18 23:50:00,0.68,,
Sound Design,2022-05-05 19:24:00,0.63,,
Sound Design,2022-05-05 20:00:00,0.22,,
Sound Design,2022-05-17 19:20:00,0.17,,
Sound Design,2022-06-27 17:39:00,0.27,,
Sound Design,2022-07-06 11:49:00,1.63,,
Sound Design,2022-07-06 14:11:00,0.45,,
Sound Design,2022-07-08 15:33:00,1.93,,
Sound Design,2022-07-10 18:47:00,1.0,,
Sound Design,2022-07-14 19:05:00,0.15,,
Sound Design,2022-07-28 16:28:00,0.43,,
Sound Design,2022-08-01 15:03:00,0.23,,
Sound Design,2022-08-15 12:00:00,0.87,,
Sound Design,2022-08-15 13:27:00,1.13,,
Sound Design,2022-08-15 15:19:00,0.72,,
Sound Design,2022-08-15 18:05:00,1.58,,
Sound Design,2022-08-15 19:20:00,1.03,,
Sound Design,2022-08-21 19:32:00,0.78,,
Sound Design,2022-08-21 21:57:00,0.12,,
Sound Design,2022-08-28 19:49:00,1.0,,
Sound Design,2022-08-30 17:20:00,0.17,,
Sound Design,2022-08-31 15:40:00,1.02,,
Sound Design,2022-09-07 22:35:00,0.48,,
Sound Design,2022-09-08 22:45:00,0.42,,
Sound Design,2022-09-08 23:29:00,0.58,,
Sound Design,2022-09-12 23:00:00,0.5,,
Sound Design,2022-09-15 13:54:00,3.38,,
Sound Design,2022-09-20 11:12:00,1.02,,
Sound Design,2022-09-20 22:59:00,0.25,,
Sound Design,2022-09-26 16:15:00,0.25,,
Sound Design,2022-09-29 18:45:00,0.13,,
Sound Design,2022-10-04 14:57:00,0.18,,
Sound Design,2022-10-16 23:42:00,0.63,,
Sound Design,2022-10-18 12:52:00,0.5,,
Sound Design,2022-10-26 14:45:00,1.67,,
Sound Design,2022-10-28 14:52:00,1.0,,
Sound Design,2022-10-28 23:16:00,0.52,,
Sound Design,2022-10-31 17:59:00,0.35,,
Sound Design,2022-11-07 20:13:00,0.58,,
Sound Design,2022-11-11 13:29:00,0.55,,
Sound Design,2022-11-15 13:28:00,0.18,,
Sound Design,2022-12-06 11:26:00,0.18,,
Sound Design,2022-12-15 12:12:00,1.6,,
Sound Design,2022-12-15 13:25:00,1.05,,
Sound Design,2022-12-21 10:30:00,0.32,,
Sound Design,2022-12-22 15:13:00,2.0,,
Sound Design,2022-12-30 17:05:00,0.22,,
Sound Design,2022-12-31 00:01:00,0.78,,
Sound Design,2023-01-04 12:24:00,0.2,,
Sound Design,2023-01-12 23:59:00,0.25,,
Sound Design,2023-01-13 12:51:00,0.55,,
Sound Design,2023-01-14 00:42:00,0.07,,
Sound Design,2023-01-16 13:19:00,1.55,,
Sound Design,2023-01-16 17:47:00,1.35,,
Sound Design,2023-01-16 23:20:00,0.67,,
Sound Design,2023-01-18 12:49:00,0.17,,
Sound Design,2023-01-20 14:44:00,0.12,,
Sound Design,2023-01-24 18:05:00,0.58,,
Sound Design,2023-01-24 19:14:00,0.93,,
Sound Design,2023-01-26 20:00:00,0.48,,
Admin,2023-02-23 10:56:00,0.92,,
Client Production,2023-02-23 14:26:00,1.93,6.0,120.0
Practicing,2023-02-23 15:23:00,0.15,,
Client Production,2023-02-23 16:18:00,0.9,6.0,120.0
Client Production,2023-02-23 18:31:00,1.6,6.0,120.0
