name,type,description,color,hp,attacks_name_1,attacks_name_2,attacks_cost_1,attacks_cost_2,attacks_damage_1,attacks_damage_2,attacks_description_1,attacks_description_2,abilities_name_1,abilities_description_1,retreat,weakness,rarity,stage,evolves_from,illustrator,setId,card_number,url
Celebi-ex,Pokemon,,Grass,130,,,"['grass', 'colorless']",,,,Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.,,,,1,Fire,Art Rare,Basic,,PLANETA CG Works,A1a,75,https://ptcgpocket.gg/cards/a1a-75-celebi-ex
Gyarados-ex,Pokemon,,Water,180,Rampaging Whirlpool,,"['water', 'water', 'water', 'colorless']",,140.0,,Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).,,,,3,Lightning,Art Rare,Stage 1,Magikarp,PLANETA CG Works,A1a,76,https://ptcgpocket.gg/cards/a1a-76-gyarados-ex
Mew-ex,Pokemon,,Psychic,130,Psyshot,,['psychic'],"['colorless', 'colorless', 'colorless']",20.0,,,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.,,,1,Darkness,Art Rare,Basic,,PLANETA CG Works,A1a,77,https://ptcgpocket.gg/cards/a1a-77-mew-ex
Aerodactyl-ex,Pokemon,,Fighting,140,Land Crush,,"['fighting', 'colorless']",,80.0,,,,Primeval Law,Your opponent can't play any Pokémon from their hand to evolve their Active Pokémon.,1,Lightning,Art Rare,Stage 1,,PLANETA CG Works,A1a,78,https://ptcgpocket.gg/cards/a1a-78-aerodactyl-ex
Pidgeot-ex,Pokemon,,Colorless,170,,,"['colorless', 'colorless', 'colorless']",,,,This attack does 20 more damage for each of your opponent's Benched Pokémon.,,,,1,Lightning,Art Rare,Stage 2,Pidgeotto,PLANETA CG Works,A1a,79,https://ptcgpocket.gg/cards/a1a-79-pidgeot-ex
Blue,Supporter,"During your opponent's next turn, all of your Pokémon take −10 damage from attacks from your opponent's Pokémon.",,,,,,,,,,,,,,,Super Rare,,,Ryuta Fuse,A1a,81,https://ptcgpocket.gg/cards/a1a-81-blue
Leaf,Supporter,"During this turn, the Retreat Cost of your Active Pokémon is 2 less.",,,,,,,,,,,,,,,Super Rare,,,En Morikura,A1a,82,https://ptcgpocket.gg/cards/a1a-82-leaf
Mew-ex,Pokemon,,Psychic,130,Psyshot,,['psychic'],"['colorless', 'colorless', 'colorless']",20.0,,,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.,,,1,Darkness,Special Art Rare,Basic,,HYOGONOSUKE,A1a,83,https://ptcgpocket.gg/cards/a1a-83-mew-ex
Aerodactyl-ex,Pokemon,,Fighting,140,Land Crush,,"['fighting', 'colorless']",,80.0,,,,Primeval Law,Your opponent can't play any Pokémon from their hand to evolve their Active Pokémon.,1,Lightning,Special Art Rare,Stage 1,,danciao,A1a,84,https://ptcgpocket.gg/cards/a1a-84-aerodactyl-ex
Celebi-ex,Pokemon,,Grass,130,,,"['grass', 'colorless']",,,,Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.,,,,1,Fire,Immersive Rare,Basic,,kantaro,A1a,85,https://ptcgpocket.gg/cards/a1a-85-celebi-ex
Mew-ex,Pokemon,,Psychic,130,Psyshot,,['psychic'],"['colorless', 'colorless', 'colorless']",20.0,,,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.,,,1,Darkness,Ultra Rare,Basic,,PLANETA CG Works,A1a,86,https://ptcgpocket.gg/cards/a1a-86-mew-ex
Potion,Item,Heal 20 damage from 1 of your Pokémon.,,,,,,,,,,,,,,,,,,5ban Graphics,PROMO,1,https://ptcgpocket.gg/cards/promo-1-potion
X-Speed,Item,"During this turn, the Retreat Cost of your Active Pokémon is 1 less.",,,,,,,,,,,,,,,,,,Toyste Beach,PROMO,2,https://ptcgpocket.gg/cards/promo-2-x-speed
Hand-Scope,Item,Your opponent reveals their hand.,,,,,,,,,,,,,,,,,,Toyste Beach,PROMO,3,https://ptcgpocket.gg/cards/promo-3-hand-scope
Pokedex,Supporter,Look at the top 3 cards of your deck.,,,,,,,,,,,,,,,,,,Ryo Ueda,PROMO,4,https://ptcgpocket.gg/cards/promo-4-pokedex
poke-ball,Item,Put 1 random Basic Pokemon from your deck into your hand.,,,,,,,,,,,,,,,,,,Ryo Ueda,PROMO,5,https://ptcgpocket.gg/cards/promo-5-poke-ball
Red-Card,Item,Your opponent shuffles their hand into their deck and draws 3 cards.,,,,,,,,,,,,,,,,,,5ban Graphics,PROMO,6,https://ptcgpocket.gg/cards/promo-6-red-card
Professors-Research,Supporter,Draw 2 cards.,,,,,,,,,,,,,,,,,,Naoki Saito,PROMO,7,https://ptcgpocket.gg/cards/promo-7-professors-research
Pokedex,Supporter,Look at the top 3 cards of your deck.,,,,,,,,,,,,,,,,,,Yuu Nishida,PROMO,8,https://ptcgpocket.gg/cards/promo-8-pokedex
Pikachu,Pokemon,,Lightning,60,Gnaw,,['lightning'],,20.0,,,,,,1,Fighting,,Basic,,Atsushi Furusawa,PROMO,9,https://ptcgpocket.gg/cards/promo-9-pikachu
Mewtwo,Pokemon,,Psychic,120,Power Blast,,"['psychic', 'psychic', 'colorless', 'colorless']",,120.0,,Discard 2 psychic Energy from this Pokémon.,,,,2,Darkness,,Basic,,Krgc,PROMO,10,https://ptcgpocket.gg/cards/promo-10-mewtwo
Chansey,Pokemon,,Colorless,120,Gentle Slap,,"['colorless', 'colorless', 'colorless']",,60.0,,,,,,3,Fighting,,Basic,,sowsow,PROMO,11,https://ptcgpocket.gg/cards/promo-11-chansey
Meowth,Pokemon,,Colorless,60,Pay Day,,['colorless'],,10.0,,Draw 1 card.,,,,1,Fighting,,Basic,,Shigenori Negishi,PROMO,12,https://ptcgpocket.gg/cards/promo-12-meowth
Butterfree,Pokemon,,Grass,120,Gust,,"['grass', 'colorless', 'colorless']",,60.0,,,,Powder Heal,"Once during your turn, you may heal 20 damage from each of your Pokémon.",1,Fire,,Stage 2,Metapod,miki kudo,PROMO,13,https://ptcgpocket.gg/cards/promo-13-butterfree
Lapras,Pokemon,,Water,140,Bubble Drain,,"['water', 'water', 'colorless']",,80.0,,Heal 20 damage from this Pokémon.,,,,3,Lightning,,Basic,,PLANETA CG Works,PROMO,14,https://ptcgpocket.gg/cards/promo-14-lapras
Pikachu,Pokemon,,Lightning,60,Gnaw,,['lightning'],,20.0,,,,,,1,Fighting,,Basic,,Kouki Saitou,PROMO,15,https://ptcgpocket.gg/cards/promo-15-pikachu
Clefairy,Pokemon,,Psychic,60,Slap,,['psychic'],,20.0,,,,,,1,Metal,,Basic,,Shibuzoh.,PROMO,16,https://ptcgpocket.gg/cards/promo-16-clefairy
Mankey,Pokemon,,Fighting,60,Reckless Charge,,['fighting'],,30.0,,This Pokémon also does 10 damage to itself.,,,,1,Psychic,,Basic,,Souichirou Gunjima,PROMO,17,https://ptcgpocket.gg/cards/promo-17-mankey
Venusaur,Pokemon,,Grass,160,Mega Drain,,"['grass', 'grass', 'colorless', 'colorless']",,80.0,,Heal 30 damage from this Pokémon.,,,,3,Fire,,Stage 2,Ivysaur,Kuroimori,PROMO,18,https://ptcgpocket.gg/cards/promo-18-venusaur
Greninja,Pokemon,,Water,120,Mist Slash,,"['water', 'colorless']",,60.0,,,,Water Shuriken,"Once during your turn, you may do 20 damage to 1 of your opponent's Pokémon.",1,Lightning,,Stage 2,Frogadier,Sanosuke Sakuma,PROMO,19,https://ptcgpocket.gg/cards/promo-19-greninja
Haunter,Pokemon,,Psychic,70,Surprise Attack,,['psychic'],,50.0,,"Flip a coin. If tails, this attack does nothing.",,,,1,Darkness,,Stage 1,Gastly,Mékayu,PROMO,20,https://ptcgpocket.gg/cards/promo-20-haunter
Onix,Pokemon,,Fighting,110,Land Crush,,"['fighting', 'fighting', 'fighting']",,70.0,,,,,,4,Grass,,Basic,,Tomokazu Komiya,PROMO,21,https://ptcgpocket.gg/cards/promo-21-onix
Jigglypuff,Pokemon,,Colorless,60,,,['colorless'],,,,Your opponent's Active Pokémon is now Asleep.,,,,1,Fighting,,Basic,,Kurata So,PROMO,22,https://ptcgpocket.gg/cards/promo-22-jigglypuff
Bulbasaur,Pokemon,,Grass,70,Vine Whip,,"['grass', 'colorless']",,40.0,,,,,,1,Fire,,Basic,,Kouki Saitou,PROMO,23,https://ptcgpocket.gg/cards/promo-23-bulbasaur
Magnemite,Pokemon,,Lightning,60,Lightning Ball,,['lightning'],,20.0,,,,,,1,Fighting,,Basic,,Miki Tanaka,PROMO,24,https://ptcgpocket.gg/cards/promo-24-magnemite
Flabébé,,,,,,,,,,,,,,,,,,,,,,36,
Old Amber,,,,,,,,,,,,,,,,,,,,,,63,
Pokémon Flute,,,,,,,,,,,,,,,,,,,,,,64,
Mythical Slab,,,,,,,,,,,,,,,,,,,,,,65,
Budding Expeditioner,,,,,,,,,,,,,,,,,,,,,,66,
Krabby,,,,,,,,,,,,,,,,,,,,,,68,
Budding Expeditioner,,,,,,,,,,,,,,,,,,,,,,80,
Blitzle,,,,,,,,,,,,,,,,,,,,,,105,
Zebstrika,,,,,,,,,,,,,,,,,,,,,,106,
Mr. Mime,,,,,,,,,,,,,,,,,,,,,,126,
Nidoran♀,,,,,,,,,,,,,,,,,,,,,,166,
Nidoran♂,,,,,,,,,,,,,,,,,,,,,,169,
