activity,datetime,hours
Brilliant,2023-02-02 17:50:00,0.55
Brilliant,2023-02-03 22:06:00,0.47
Brilliant,2023-02-13 22:59:00,0.4
Edu Data Science,2023-02-17 10:35:00,0.43
Edu Data Science,2023-02-17 22:50:00,0.5
Edu Data Science,2023-02-18 13:19:00,0.32
Edu Data Science,2023-02-18 17:45:00,0.45
Edu Data Science,2023-02-21 09:45:00,0.25
Edu Data Science,2023-02-21 10:16:00,0.43
Edu Data Science,2023-02-21 10:45:00,0.42
Edu Data Science,2023-02-21 15:48:00,0.18
Edu Data Science,2023-02-22 11:15:00,0.63
Sound Design,2017-07-11 17:45:00,0.75
Sound Design,2017-07-12 01:00:00,0.82
Sound Design,2017-07-12 23:41:00,0.8
Sound Design,2017-07-19 10:59:00,0.97
Sound Design,2017-07-20 20:52:00,0.22
Sound Design,2017-07-21 12:49:00,0.75
Sound Design,2017-08-17 17:41:00,0.97
Sound Design,2017-08-18 11:08:00,0.83
Sound Design,2017-08-22 11:49:00,0.87
Sound Design,2017-08-22 12:54:00,1.08
Sound Design,2017-08-23 11:18:00,0.9
Sound Design,2017-08-24 22:45:00,0.75
Sound Design,2017-08-30 11:48:00,1.03
Sound Design,2017-09-07 12:23:00,0.77
Sound Design,2017-09-07 19:39:00,1.03
Sound Design,2017-09-08 10:35:00,0.77
Sound Design,2017-09-08 13:53:00,0.88
Sound Design,2017-09-15 10:51:00,0.78
Sound Design,2017-09-17 15:56:00,0.77
Sound Design,2017-09-30 19:10:00,0.77
Sound Design,2017-10-18 13:21:00,1.35
Sound Design,2017-10-30 13:58:00,0.3
Sound Design,2017-11-02 19:14:00,1.28
Sound Design,2017-11-04 16:56:00,0.93
Sound Design,2017-11-04 18:02:00,0.7
Sound Design,2017-11-11 11:20:00,0.7
Sound Design,2017-11-15 13:25:00,0.75
Sound Design,2017-11-16 13:54:00,2.4
Sound Design,2017-11-16 17:57:00,2.45
Sound Design,2017-11-16 21:40:00,3.25
Sound Design,2017-11-18 17:21:00,0.92
Sound Design,2017-11-25 13:34:00,0.63
Sound Design,2018-01-27 10:01:00,0.77
Sound Design,2018-01-30 12:31:00,1.02
Sound Design,2018-02-02 16:08:00,1.03
Sound Design,2018-02-06 12:31:00,1.13
Sound Design,2018-02-22 17:17:00,0.57
Sound Design,2018-04-04 15:55:00,0.75
Sound Design,2018-04-06 17:51:00,0.85
Sound Design,2018-04-07 13:20:00,0.83
Sound Design,2018-04-19 13:22:00,0.87
Sound Design,2018-04-19 17:51:00,1.12
Sound Design,2018-04-20 12:34:00,1.4
Sound Design,2018-05-10 09:30:00,0.2
Sound Design,2018-05-19 11:40:00,1.32
Sound Design,2018-05-19 12:19:00,0.27
Sound Design,2018-05-24 11:10:00,0.77
Sound Design,2018-05-25 11:15:00,0.43
Sound Design,2018-06-12 10:54:00,1.9
Sound Design,2018-06-14 11:20:00,1.02
Sound Design,2018-06-24 09:03:00,0.55
Sound Design,2018-06-29 11:02:00,0.97
Sound Design,2018-07-19 10:39:00,1.15
Sound Design,2018-08-29 17:29:00,0.6
Sound Design,2018-09-06 12:38:00,0.63
Sound Design,2018-11-29 21:03:00,0.68
Sound Design,2018-11-30 14:22:00,0.9
Sound Design,2018-12-04 13:33:00,0.8
Sound Design,2018-12-08 19:15:00,0.68
Sound Design,2018-12-12 21:36:00,0.23
Sound Design,2018-12-13 13:11:00,1.9
Sound Design,2018-12-13 15:22:00,1.97
Sound Design,2018-12-13 15:37:00,0.13
Sound Design,2018-12-14 16:56:00,1.43
Sound Design,2019-01-08 19:29:00,1.0
Sound Design,2019-01-15 14:40:00,0.2
Sound Design,2019-01-18 11:19:00,1.97
Sound Design,2019-01-30 09:35:00,0.55
Sound Design,2019-02-16 13:17:00,1.28
Sound Design,2019-02-18 14:34:00,1.03
Sound Design,2019-02-25 12:55:00,0.9
Sound Design,2019-02-25 14:30:00,0.92
Sound Design,2019-02-26 17:57:00,0.15
Sound Design,2019-03-06 11:04:00,0.0
Sound Design,2019-03-07 11:07:00,0.4
Sound Design,2019-04-12 10:49:00,1.27
Sound Design,2019-04-13 12:30:00,1.22
Sound Design,2019-04-23 17:20:00,1.2
Sound Design,2019-05-04 15:17:00,1.05
Sound Design,2019-05-09 18:20:00,0.48
Sound Design,2019-05-23 12:56:00,1.03
Sound Design,2019-05-25 17:41:00,3.02
Sound Design,2019-06-06 12:30:00,2.83
Sound Design,2019-06-23 12:39:00,1.45
Sound Design,2019-07-05 17:20:00,0.58
Sound Design,2019-07-06 14:38:00,1.77
Sound Design,2019-07-21 13:37:00,0.62
Sound Design,2019-07-21 19:15:00,2.02
Sound Design,2019-07-21 23:57:00,1.62
Sound Design,2019-07-22 11:47:00,0.6
Sound Design,2019-09-26 21:03:00,1.73
Sound Design,2019-09-26 22:44:00,1.07
Sound Design,2019-10-07 16:56:00,0.0
Sound Design,2019-10-09 15:37:00,1.75
Sound Design,2019-10-18 13:26:00,0.07
Sound Design,2019-10-27 18:45:00,0.38
Sound Design,2019-11-04 16:13:00,0.47
Sound Design,2019-11-07 17:35:00,3.07
Sound Design,2019-11-11 11:33:00,0.78
Sound Design,2019-11-11 18:44:00,1.23
Sound Design,2019-12-02 12:41:00,0.68
Sound Design,2019-12-05 12:20:00,0.5
Sound Design,2019-12-09 16:17:00,0.75
Sound Design,2019-12-12 10:02:00,0.43
Sound Design,2019-12-12 12:22:00,0.77
Sound Design,2019-12-12 19:05:00,0.22
Sound Design,2019-12-13 15:04:00,0.35
Sound Design,2019-12-16 13:35:00,0.23
Sound Design,2020-01-15 15:59:00,0.98
Sound Design,2020-01-27 15:11:00,0.02
Sound Design,2020-03-05 13:40:00,0.25
Sound Design,2020-03-08 15:49:00,1.23
Sound Design,2020-03-13 12:32:00,1.08
Sound Design,2020-03-19 23:33:00,0.88
Sound Design,2020-03-20 11:56:00,0.72
Sound Design,2020-03-21 11:36:00,0.37
Sound Design,2020-04-24 12:51:00,0.6
Sound Design,2020-05-05 11:09:00,0.65
Sound Design,2020-05-06 17:04:00,0.07
Sound Design,2020-05-08 12:47:00,1.22
Sound Design,2020-05-08 13:33:00,0.7
Sound Design,2020-05-08 14:20:00,0.55
Sound Design,2020-05-17 03:50:00,3.0
Sound Design,2020-05-27 12:40:00,1.35
Sound Design,2020-07-23 14:56:00,0.57
Sound Design,2020-07-27 10:57:00,0.77
Sound Design,2020-07-30 12:28:00,0.52
Sound Design,2020-08-01 13:20:00,0.55
Sound Design,2020-09-30 11:55:00,1.18
Sound Design,2020-10-01 01:40:00,5.52
Sound Design,2020-10-15 15:05:00,1.0
Sound Design,2020-10-24 18:47:00,1.22
Sound Design,2020-10-25 15:13:00,1.15
Sound Design,2020-11-17 20:16:00,1.73
Sound Design,2020-12-01 11:32:00,0.53
Sound Design,2021-01-22 20:25:00,1.0
Sound Design,2021-01-28 18:47:00,0.3
Sound Design,2021-01-29 23:05:00,1.42
Sound Design,2021-02-01 14:27:00,0.22
Sound Design,2021-02-01 17:16:00,0.02
Sound Design,2021-02-03 16:08:00,0.22
Sound Design,2021-02-10 19:10:00,0.92
Sound Design,2021-02-15 17:49:00,1.38
Sound Design,2021-02-18 13:57:00,0.32
Sound Design,2021-02-19 11:44:00,0.48
Sound Design,2021-02-23 10:55:00,0.7
Sound Design,2021-02-23 12:41:00,1.53
Sound Design,2021-02-24 11:00:00,1.25
Sound Design,2021-02-26 14:16:00,0.68
Sound Design,2021-03-04 10:46:00,0.77
Sound Design,2021-03-06 23:30:00,0.75
Sound Design,2021-03-08 19:38:00,0.6
Sound Design,2021-04-06 10:46:00,0.77
Sound Design,2021-04-20 18:09:00,1.25
Sound Design,2021-04-29 13:06:00,0.68
Sound Design,2021-04-30 20:08:00,2.0
Sound Design,2021-05-05 10:22:00,0.75
Sound Design,2021-05-05 11:55:00,0.77
Sound Design,2021-06-17 11:13:00,0.58
Sound Design,2021-07-20 10:43:00,0.47
Sound Design,2021-07-23 10:30:00,0.25
Sound Design,2021-07-23 13:24:00,0.32
Sound Design,2021-07-26 10:22:00,0.37
Sound Design,2021-08-02 17:35:00,0.12
Sound Design,2021-08-10 11:01:00,0.0
Sound Design,2021-08-25 00:50:00,0.55
Sound Design,2021-08-27 12:20:00,1.53
Sound Design,2021-08-28 15:16:00,0.75
Sound Design,2021-08-28 21:57:00,0.13
Sound Design,2021-10-04 14:13:00,0.62
Sound Design,2021-10-08 15:14:00,0.42
Sound Design,2021-10-11 13:50:00,0.05
Sound Design,2021-11-03 00:54:00,0.52
Sound Design,2021-11-05 16:58:00,1.32
Sound Design,2021-11-22 08:54:00,0.0
Sound Design,2021-12-23 11:50:00,1.08
Sound Design,2022-01-19 16:50:00,1.03
Sound Design,2022-02-15 13:05:00,0.58
Sound Design,2022-03-08 17:10:00,0.13
Sound Design,2022-03-09 11:46:00,0.23
Sound Design,2022-03-13 12:10:00,2.1
Sound Design,2022-03-31 13:27:00,1.4
Sound Design,2022-03-31 14:43:00,0.15
Sound Design,2022-03-31 15:19:00,0.27
Sound Design,2022-04-05 15:09:00,0.45
Sound Design,2022-04-10 12:11:00,0.25
Sound Design,2022-04-18 23:50:00,0.68
Sound Design,2022-05-05 19:24:00,0.63
Sound Design,2022-05-05 20:00:00,0.22
Sound Design,2022-05-17 19:20:00,0.17
Sound Design,2022-06-27 17:39:00,0.27
Sound Design,2022-06-30 14:43:00,0.18
Sound Design,2022-07-06 11:49:00,1.63
Sound Design,2022-07-06 14:11:00,0.45
Sound Design,2022-07-08 15:33:00,1.93
Sound Design,2022-07-10 18:47:00,1.0
Sound Design,2022-07-14 19:05:00,0.15
Sound Design,2022-07-28 16:28:00,0.43
Sound Design,2022-08-01 15:03:00,0.23
Sound Design,2022-08-15 12:00:00,0.87
Sound Design,2022-08-15 13:27:00,1.13
Sound Design,2022-08-15 15:19:00,0.72
Sound Design,2022-08-15 18:05:00,1.58
Sound Design,2022-08-15 19:20:00,1.03
Sound Design,2022-08-21 19:32:00,0.78
Sound Design,2022-08-21 21:57:00,0.12
Sound Design,2022-08-28 19:49:00,1.0
Sound Design,2022-08-30 17:20:00,0.17
Sound Design,2022-08-31 15:40:00,1.02
Sound Design,2022-09-07 22:35:00,0.48
Sound Design,2022-09-08 22:45:00,0.42
Sound Design,2022-09-08 23:29:00,0.58
Sound Design,2022-09-12 23:00:00,0.5
Sound Design,2022-09-15 13:54:00,3.38
Sound Design,2022-09-20 11:12:00,1.02
Sound Design,2022-09-20 22:59:00,0.25
Sound Design,2022-09-26 16:15:00,0.25
Sound Design,2022-09-29 18:45:00,0.13
Sound Design,2022-10-04 14:57:00,0.18
Sound Design,2022-10-16 23:42:00,0.63
Sound Design,2022-10-18 12:52:00,0.5
Sound Design,2022-10-26 14:45:00,1.67
Sound Design,2022-10-28 14:52:00,1.0
Sound Design,2022-10-28 23:16:00,0.52
Sound Design,2022-10-31 17:59:00,0.35
Sound Design,2022-11-07 20:13:00,0.58
Sound Design,2022-11-11 13:29:00,0.55
Sound Design,2022-11-15 13:28:00,0.18
Sound Design,2022-12-06 11:26:00,0.18
Sound Design,2022-12-15 12:12:00,1.6
Sound Design,2022-12-15 13:25:00,1.05
Sound Design,2022-12-21 10:30:00,0.32
Sound Design,2022-12-22 15:13:00,2.0
Sound Design,2022-12-30 17:05:00,0.22
Sound Design,2022-12-31 00:01:00,0.78
Sound Design,2023-01-04 12:24:00,0.2
Sound Design,2023-01-12 23:59:00,0.25
Sound Design,2023-01-13 12:51:00,0.55
Sound Design,2023-01-14 00:42:00,0.07
Sound Design,2023-01-16 13:19:00,1.55
Sound Design,2023-01-16 17:47:00,1.35
Sound Design,2023-01-16 23:20:00,0.67
Sound Design,2023-01-18 12:49:00,0.17
Sound Design,2023-01-20 14:44:00,0.12
Sound Design,2023-01-24 18:05:00,0.58
Sound Design,2023-01-24 19:14:00,0.93
Sound Design,2023-01-26 20:00:00,0.48
Admin,2023-02-23 10:56:00,0.92
Client Production,2023-02-23 14:26:00,1.93
Practicing,2023-02-23 15:23:00,0.15
Client Production,2023-02-23 16:18:00,0.9
Client Production,2023-02-23 18:31:00,1.6
Client Production,2023-02-23 19:36:00,0.48
Edu Data Science,2023-02-24 10:03:00,0.37
Practicing,2023-02-24 13:37:00,0.47
Admin,2023-02-24 13:49:00,0.82
Spec,2023-02-24 15:13:00,1.1
Spec,2023-02-24 17:22:00,0.87
Sound Design,2023-02-24 18:36:00,0.47
Spec,2023-02-24 20:55:00,1.23
Edu Data Science,2023-02-25 11:52:00,0.67
Edu Data Science,2023-02-25 12:04:00,0.1
Edu Data Science,2023-02-25 16:00:00,0.25
Client Production,2023-02-25 17:12:00,0.83
Client Production,2023-02-25 18:54:00,1.15
Client Production,2023-02-25 20:45:00,0.87
Client Production,2023-02-25 21:53:00,1.05
Client Production,2023-02-25 22:42:00,0.42
Client Production,2023-02-25 23:22:00,0.22
Client Production,2023-02-26 00:01:00,0.62
Edu Data Science,2023-02-26 11:30:00,0.82
Client Production,2023-02-27 14:13:00,1.9
Client Production,2023-02-27 17:00:00,2.38
Edu Data Science,2023-02-27 23:06:00,0.42
Edu Data Science,2023-02-28 10:21:00,0.62
Practicing,2023-02-28 11:32:00,0.4
Client Production,2023-02-28 12:02:00,0.17
Spec,2023-02-28 16:06:00,2.43
Edu Data Science,2023-02-28 17:40:00,0.25
Edu Data Science,2023-02-28 21:48:00,0.2
Edu Data Science,2023-02-28 22:11:00,0.28
Edu Data Science,2023-02-28 23:06:00,0.5
Edu Data Science,2023-03-01 11:05:00,0.57
Client Production,2023-03-01 12:30:00,0.27
Admin,2023-03-01 12:59:00,0.3
Admin,2023-03-01 13:50:00,0.42
Spec,2023-03-01 16:30:00,0.45
Edu Data Science,2023-03-01 23:48:00,1.97
Sound Design,2023-03-02 10:55:00,0.35
Admin,2023-03-02 11:15:00,0.15
Spec,2023-03-02 12:42:00,1.43
Spec,2023-03-02 14:21:00,0.82
Spec,2023-03-02 16:52:00,0.95
Spec,2023-03-02 17:46:00,0.47
Spec,2023-03-02 18:53:00,0.63
Client Production,2023-03-02 21:19:00,0.77
Client Production,2023-03-02 22:42:00,0.78
Edu Data Science,2023-03-03 13:02:00,0.75
Edu Data Science,2023-03-03 13:55:00,0.18
Admin,2023-03-03 14:46:00,0.17
Client Production,2023-03-03 16:00:00,1.02
Spec,2023-03-05 18:20:00,1.55
Spec,2023-03-05 19:07:00,0.37
Spec,2023-03-05 20:33:00,0.73
Spec,2023-03-05 21:05:00,0.47
Spec,2023-03-05 21:40:00,0.18
Spec,2023-03-05 23:59:00,0.1
Spec,2023-03-06 01:44:00,1.73
Spec,2023-03-06 11:05:00,0.83
Spec,2023-03-06 12:55:00,0.62
Spec,2023-03-06 15:11:00,1.1
Spec,2023-03-06 15:57:00,0.32
Client Production,2023-03-06 16:47:00,0.23
Spec,2023-03-06 17:34:00,0.6
Edu Data Science,2023-03-07 00:50:00,0.75
Spec,2023-03-07 12:41:00,0.52
Spec,2023-03-07 13:44:00,0.43
Spec,2023-03-07 16:31:00,1.12
Spec,2023-03-07 20:18:00,1.43
Spec,2023-03-07 20:55:00,0.55
Spec,2023-03-07 22:43:00,0.77
Spec,2023-03-07 23:27:00,0.62
Spec,2023-03-07 23:49:00,0.23
Spec,2023-03-08 11:29:00,0.18
Spec,2023-03-08 12:36:00,0.53
Spec,2023-03-08 13:40:00,0.43
Spec,2023-03-08 15:13:00,0.75
Spec,2023-03-08 16:02:00,0.23
Spec,2023-03-08 16:59:00,0.55
Spec,2023-03-08 18:37:00,0.5
Admin,2023-03-08 21:43:00,0.33
Spec,2023-03-09 12:35:00,1.13
Client Production,2023-03-09 14:47:00,0.93
Client Production,2023-03-09 16:28:00,1.05
Edu Data Science,2023-03-09 21:33:00,0.37
Edu Data Science,2023-03-10 13:25:00,0.33
Practicing,2023-03-10 13:39:00,0.23
Sound Design,2023-03-10 13:39:00,0.65
Edu Data Science,2023-03-10 22:45:00,0.5
Practicing,2023-03-11 11:20:00,0.27
Practicing,2023-03-11 11:29:00,0.07
Practicing,2023-03-11 21:51:00,0.55
Edu Data Science,2023-03-12 13:19:00,0.4
Admin,2023-03-12 15:28:00,0.97
Admin,2023-03-13 13:39:00,1.3
Practicing,2023-03-13 14:18:00,0.42
Admin,2023-03-13 17:11:00,0.95
Admin,2023-03-13 19:30:00,1.48
Client Production,2023-03-14 12:30:00,3.03
Client Production,2023-03-14 14:34:00,1.72
Spec,2023-03-14 15:51:00,0.8
Spec,2023-03-14 18:55:00,0.78
Edu Data Science,2023-03-15 08:05:00,0.13
Client Production,2023-03-15 11:50:00,0.83
Client Production,2023-03-15 13:03:00,0.45
Client Production,2023-03-15 14:25:00,0.67
Client Production,2023-03-15 15:46:00,0.9
Client Production,2023-03-15 16:16:00,0.42
Sound Design,2023-03-15 17:59:00,0.95
Client Production,2023-03-15 20:24:00,0.78
Client Production,2023-03-15 21:10:00,0.6
Client Production,2023-03-16 10:14:00,1.08
Practicing,2023-03-16 12:44:00,0.38
Client Production,2023-03-16 14:04:00,0.1
Edu Data Science,2023-03-16 15:24:00,1.02
Client Production,2023-03-16 17:15:00,1.22
Client Production,2023-03-16 19:43:00,1.17
Admin,2023-03-16 19:53:00,0.17
Client Production,2023-03-16 23:13:00,0.65
Edu Data Science,2023-03-17 10:16:00,0.57
Client Production,2023-03-17 12:59:00,1.23
Client Production,2023-03-17 16:32:00,0.98
Edu Data Science,2023-03-17 23:48:00,0.8
Family,2023-03-18 11:44:00,0.68
Practicing,2023-03-18 13:22:00,0.33
Practicing,2023-03-18 13:51:00,0.08
Edu Data Science,2023-03-18 14:00:00,0.12
Practicing,2023-03-18 14:45:00,0.47
Edu Data Science,2023-03-18 17:20:00,0.25
Edu Data Science,2023-03-19 11:16:00,0.17
Edu Data Science,2023-03-19 14:03:00,0.75
Edu Data Science,2023-03-19 16:51:00,0.33
Edu Data Science,2023-03-19 21:30:00,0.33
Edu Data Science,2023-03-19 22:05:00,0.38
Admin,2023-03-20 09:30:00,0.37
Client Production,2023-03-20 11:55:00,1.38
Client Production,2023-03-20 12:00:00,0.07
Client Production,2023-03-20 14:00:00,0.83
Client Production,2023-03-20 15:25:00,1.08
Client Production,2023-03-20 16:07:00,0.53
Edu Data Science,2023-03-21 10:05:00,0.8
Client Production,2023-03-21 14:09:00,0.2
Client Production,2023-03-21 15:26:00,0.47
Client Production,2023-03-21 16:01:00,0.27
Edu Data Science,2023-03-21 16:26:00,0.28
Edu Data Science,2023-03-22 09:14:00,0.32
Client Production,2023-03-22 14:00:00,1.0
Client Production,2023-03-22 15:00:00,1.0
Client Production,2023-03-22 16:00:00,1.0
Client Production,2023-03-22 17:00:00,1.0
Client Production,2023-03-22 18:00:00,1.0
Admin,2023-03-23 09:49:00,0.18
Client Production,2023-03-23 10:44:00,0.87
Client Production,2023-03-23 11:43:00,0.27
Client Production,2023-03-23 17:37:00,0.93
Client Production,2023-03-23 19:40:00,0.17
Edu Data Science,2023-03-23 21:28:00,1.0
Sound Design,2023-03-24 10:50:00,0.8
Sound Design,2023-03-24 14:47:00,0.37
Sound Design,2023-03-24 16:50:00,0.42
Sound Design,2023-03-24 17:23:00,0.5
Practicing,2023-03-25 13:19:00,0.32
Practicing,2023-03-27 14:10:00,0.12
Edu Data Science,2023-03-27 18:33:00,0.52
Edu Data Science,2023-03-27 22:34:00,0.22
Edu Data Science,2023-03-27 23:30:00,0.82
Admin,2023-03-28 11:55:00,1.37
Spec,2023-03-28 12:02:00,0.12
Admin,2023-03-28 12:51:00,0.6
Admin,2023-03-28 15:35:00,0.27
Admin,2023-03-29 11:01:00,0.5
Admin,2023-03-29 14:15:00,0.25
Client Production,2023-03-29 15:36:00,1.27
Admin,2023-03-30 10:22:00,1.2
Sound Design,2023-03-30 10:59:00,0.28
Client Production,2023-03-30 14:47:00,1.03
Client Production,2023-03-30 15:15:00,0.13
Client Production,2023-03-30 16:15:00,0.83
Client Production,2023-03-31 08:25:00,0.35
Client Production,2023-03-31 08:53:00,0.32
Client Production,2023-03-31 15:29:00,0.48
Admin,2023-03-31 16:02:00,0.4
Admin,2023-03-31 18:07:00,0.27
Edu Data Science,2023-03-31 19:04:00,0.75
Practicing,2023-04-03 09:42:00,0.35
Client Production,2023-04-03 09:56:00,0.2
Admin,2023-04-03 10:05:00,0.13
Admin,2023-04-03 11:02:00,0.42
Admin,2023-04-03 12:41:00,1.48
Spec,2023-04-03 15:28:00,1.72
Admin,2023-04-04 10:37:00,1.08
Practicing,2023-04-04 11:44:00,0.13
Sound Design,2023-04-04 18:02:00,0.83
Client Production,2023-04-04 19:44:00,1.08
Practicing,2023-04-04 21:22:00,0.27
Practicing,2023-04-04 21:31:00,0.1
Edu Data Science,2023-04-04 21:55:00,0.38
Client Production,2023-04-05 10:00:00,0.07
Client Production,2023-04-05 10:02:00,0.02
Client Production,2023-04-05 11:08:00,0.97
Admin,2023-04-05 11:17:00,0.07
Client Production,2023-04-05 13:14:00,0.45
Client Production,2023-04-05 13:45:00,0.37
Client Production,2023-04-05 15:37:00,0.88
Admin,2023-04-05 15:59:00,0.32
Client Production,2023-04-05 16:26:00,0.43
Client Production,2023-04-05 16:36:00,0.1
Client Production,2023-04-05 16:41:00,0.07
Client Production,2023-04-05 16:46:00,0.08
Client Production,2023-04-05 16:51:00,0.08
Admin,2023-04-05 17:38:00,0.25
Edu Data Science,2023-04-06 10:27:00,0.62
Edu Data Science,2023-04-06 10:54:00,0.27
Admin,2023-04-06 11:10:00,0.17
Admin,2023-04-06 12:12:00,0.52
Practicing,2023-04-06 12:49:00,0.33
Admin,2023-04-07 11:27:00,1.25
Sound Design,2023-04-07 11:55:00,0.33
Spec,2023-04-07 16:07:00,3.0
Edu Data Science,2023-04-09 11:44:00,0.4
Client Production,2023-04-10 12:57:00,2.03
Admin,2023-04-10 18:11:00,1.6
Spec,2023-04-11 12:40:00,2.43
Client Production,2023-04-11 14:51:00,1.5
Client Production,2023-04-11 15:45:00,0.75
Spec,2023-04-12 10:28:00,0.83
Edu Data Science,2023-04-12 14:03:00,1.45
Edu Data Science,2023-04-12 14:13:00,0.08
Admin,2023-04-12 14:55:00,0.38
Admin,2023-04-12 17:33:00,0.55
Edu Data Science,2023-04-12 23:29:00,1.17
Edu Data Science,2023-04-13 00:22:00,0.35
Edu Data Science,2023-04-13 18:22:00,0.1
Edu Data Science,2023-04-13 19:41:00,1.28
Practicing,2023-04-14 13:39:00,0.5
Edu Data Science,2023-04-14 15:25:00,0.33
Edu Data Science,2023-04-14 19:42:00,0.88
Edu Data Science,2023-04-14 22:09:00,0.48
Edu Data Science,2023-04-16 14:15:00,1.08
Edu Data Science,2023-04-16 16:21:00,1.03
Edu Data Science,2023-04-16 22:22:00,0.35
Edu Data Science,2023-04-16 22:37:00,0.03
Edu Data Science,2023-04-16 23:06:00,0.27
Edu Data Science,2023-04-16 23:36:00,0.37
Edu Data Science,2023-04-17 01:00:00,1.07
Admin,2023-04-17 11:39:00,0.25
Practicing,2023-04-17 12:05:00,0.42
Practicing,2023-04-17 12:31:00,0.35
Client Production,2023-04-17 13:13:00,0.65
Client Production,2023-04-17 14:18:00,0.82
Client Production,2023-04-17 15:46:00,0.55
Sound Design,2023-04-17 16:29:00,0.17
Client Production,2023-04-17 18:04:00,0.98
Admin,2023-04-17 18:43:00,0.55
Practicing,2023-04-18 11:16:00,0.53
Edu Data Science,2023-04-18 12:01:00,0.55
Edu Data Science,2023-04-18 12:11:00,0.13
Practicing,2023-04-18 13:24:00,0.13
Practicing,2023-04-18 14:24:00,0.13
Client Production,2023-04-18 15:55:00,0.85
Client Production,2023-04-18 17:50:00,1.43
Edu Data Science,2023-04-18 23:26:00,0.25
Edu Data Science,2023-04-19 12:44:00,0.85
Edu Data Science,2023-04-19 15:04:00,1.15
Admin,2023-04-19 16:13:00,0.18
Practicing,2023-04-19 19:20:00,0.42
Client Production,2023-04-19 20:18:00,0.87
Client Production,2023-04-19 20:47:00,0.42
Edu Data Science,2023-04-19 22:06:00,0.35
Edu Data Science,2023-04-19 23:11:00,0.62
Edu Data Science,2023-04-20 01:05:00,1.25
Edu Data Science,2023-04-20 11:24:00,0.13
Sound Design,2023-04-20 11:31:00,0.1
Client Production,2023-04-20 12:07:00,0.32
Client Production,2023-04-20 12:37:00,0.1
Client Production,2023-04-20 14:49:00,1.7
Edu Data Science,2023-04-20 18:52:00,2.12
Spec,2023-04-21 11:31:00,1.78
Practicing,2023-04-21 13:07:00,0.35
Admin,2023-04-21 13:27:00,0.1
Practicing,2023-04-21 13:55:00,0.37
Meridian Quake,2023-04-21 14:38:00,0.62
Meridian Quake,2023-04-21 16:28:00,0.4
Meridian Quake,2023-04-21 17:27:00,0.7
Meridian Quake,2023-04-21 17:48:00,0.03
Edu Data Science,2023-04-21 21:22:00,0.48
Edu Data Science,2023-04-21 22:31:00,0.83
Edu Data Science,2023-04-21 23:21:00,0.45
Edu Data Science,2023-04-22 23:15:00,1.3
Practicing,2023-04-23 18:45:00,0.3
Edu Data Science,2023-04-23 19:52:00,0.82
Edu Data Science,2023-04-23 20:49:00,0.22
Edu Data Science,2023-04-23 23:40:00,1.17
Practicing,2023-04-24 10:55:00,0.43
Practicing,2023-04-24 11:17:00,0.35
Sound Design,2023-04-24 11:48:00,0.43
Client Production,2023-04-24 12:42:00,0.87
Client Production,2023-04-24 15:16:00,0.95
Meridian Quake,2023-04-24 16:48:00,1.08
Edu Data Science,2023-04-24 18:36:00,0.57
Edu Data Science,2023-04-24 19:18:00,0.35
Edu Data Science,2023-04-24 23:59:00,1.05
Edu Data Science,2023-04-25 00:16:00,0.27
Practicing,2023-04-25 15:01:00,0.45
Admin,2023-04-25 15:20:00,0.2
Admin,2023-04-25 16:50:00,0.33
Admin,2023-04-25 19:16:00,1.1
Edu Data Science,2023-04-25 22:14:00,0.38
Practicing,2023-04-26 11:16:00,0.2
Admin,2023-04-26 12:33:00,0.73
Practicing,2023-04-26 13:09:00,0.37
Spec,2023-04-26 14:13:00,1.05
Practicing,2023-04-26 14:48:00,0.05
Spec,2023-04-26 16:13:00,1.4
Edu Data Science,2023-04-26 23:23:00,0.37
Edu Data Science,2023-04-26 23:52:00,0.33
Edu Data Science,2023-04-27 12:07:00,0.78
Edu Data Science,2023-04-27 13:31:00,1.0
Spec,2023-04-27 19:44:00,2.1
Spec,2023-04-27 21:06:00,0.67
Admin,2023-04-28 08:16:00,1.02
Admin,2023-04-28 09:33:00,0.95
Admin,2023-04-28 11:30:00,1.3
Admin,2023-04-28 13:00:00,0.97
Edu Data Science,2023-04-28 18:34:00,0.8
Edu Data Science,2023-04-28 18:47:00,0.18
Edu Data Science,2023-04-28 22:58:00,0.38
Edu Data Science,2023-04-28 23:46:00,0.37
Practicing,2023-04-29 12:09:00,0.53
Admin,2023-05-01 08:20:00,0.75
Edu Data Science,2023-05-01 08:48:00,0.35
Client Production,2023-05-01 14:08:00,1.37
Client Production,2023-05-01 15:12:00,0.27
Client Production,2023-05-01 17:11:00,0.37
Client Production,2023-05-01 18:11:00,0.63
Edu Data Science,2023-05-01 21:51:00,0.17
Admin,2023-05-01 23:11:00,0.43
Admin,2023-05-02 10:59:00,0.38
Admin,2023-05-02 12:28:00,0.75
Practicing,2023-05-02 13:02:00,0.38
Admin,2023-05-02 13:20:00,0.08
Practicing,2023-05-02 14:43:00,0.73
Client Production,2023-05-02 15:25:00,0.98
Client Production,2023-05-02 18:11:00,1.02
Edu Data Science,2023-05-02 22:50:00,1.28
Edu Data Science,2023-05-02 23:19:00,0.4
Client Production,2023-05-03 11:33:00,2.15
Client Production,2023-05-03 13:36:00,0.03
Admin,2023-05-03 14:39:00,1.0
Edu Data Science,2023-05-04 11:59:00,1.38
Admin,2023-05-04 15:12:00,0.17
